Trial,StimulusType_Con_1_Inc_2_Nt_3,CorrectFinger,Sync_1_Async_2,ResponseCorrect,ReactionTime,FiXDuration
277,3,2,1,0,0,0
278,2,2,1,0,0,0
279,1,2,1,0,0,0
280,2,1,1,0,0,0
281,1,2,1,0,0,0
282,1,2,2,0,0,0
283,3,1,2,0,0,0
284,2,2,2,0,0,0
285,3,2,2,0,0,0
286,2,1,1,0,0,0
287,3,1,2,0,0,0
288,3,2,1,0,0,0
289,3,2,2,0,0,0
290,1,2,2,0,0,0
291,2,2,2,0,0,0
292,1,2,1,0,0,0
293,2,2,1,0,0,0
294,1,1,2,0,0,0
295,3,1,1,0,0,0
296,3,2,1,0,0,0
297,3,1,1,0,0,0
298,1,1,2,0,0,0
299,2,1,2,0,0,0
300,1,1,1,0,0,0
301,1,1,1,0,0,0
302,3,2,2,0,0,0
303,3,1,2,0,0,0
304,3,1,2,0,0,0
305,2,2,2,0,0,0
306,3,1,1,0,0,0
307,3,2,2,0,0,0
308,2,1,2,0,0,0
309,3,2,1,0,0,0
310,3,2,1,0,0,0
311,1,2,1,0,0,0
312,2,1,2,0,0,0
313,1,1,2,0,0,0
314,2,1,2,0,0,0
315,1,2,1,0,0,0
316,2,2,1,0,0,0
317,2,2,2,0,0,0
318,2,1,1,0,0,0
319,3,2,1,0,0,0
320,2,1,1,0,0,0
321,3,1,2,0,0,0
322,2,2,1,0,0,0
323,1,2,1,0,0,0
324,3,2,2,0,0,0
325,2,1,1,0,0,0
326,1,2,2,0,0,0
327,3,2,2,0,0,0
328,1,2,2,0,0,0
329,2,1,1,0,0,0
330,3,1,1,0,0,0
331,3,1,1,0,0,0
332,2,1,1,0,0,0
333,1,2,2,0,0,0
334,2,1,2,0,0,0
335,2,2,2,0,0,0
336,2,1,1,0,0,0
337,2,2,1,0,0,0
338,1,1,1,0,0,0
339,3,2,1,0,0,0
340,1,2,2,0,0,0
341,1,2,2,0,0,0
342,2,1,1,0,0,0
343,1,1,2,0,0,0
344,1,2,2,0,0,0
345,3,1,1,0,0,0
346,1,1,1,0,0,0
347,1,2,2,0,0,0
348,1,2,1,0,0,0
349,3,2,2,0,0,0
350,2,1,2,0,0,0
351,1,2,2,0,0,0
352,1,1,2,0,0,0
353,1,2,1,0,0,0
354,1,1,2,0,0,0
355,3,2,2,0,0,0
356,3,2,1,0,0,0
357,3,2,1,0,0,0
358,3,2,1,0,0,0
359,1,1,1,0,0,0
360,2,2,1,0,0,0
