Trial,StimulusType_Con_1_Inc_2_Nt_3,CorrectFinger,Sync_1_Async_2,ResponseCorrect,ReactionTime,FiXDuration
175,3,1,1,0,0,0
176,3,1,2,0,0,0
177,3,2,1,0,0,0
178,3,2,1,0,0,0
179,3,1,1,0,0,0
180,3,2,2,0,0,0
181,1,1,1,0,0,0
182,2,2,1,0,0,0
183,1,2,2,0,0,0
184,2,1,1,0,0,0
185,1,2,2,0,0,0
186,1,2,2,0,0,0
187,2,2,2,0,0,0
188,3,2,2,0,0,0
189,3,2,1,0,0,0
190,2,1,2,0,0,0
191,3,2,1,0,0,0
192,2,1,1,0,0,0
193,3,1,2,0,0,0
194,1,2,1,0,0,0
195,3,2,1,0,0,0
196,2,2,2,0,0,0
197,3,1,2,0,0,0
198,3,1,1,0,0,0
199,1,2,1,0,0,0
200,3,1,1,0,0,0
201,3,2,1,0,0,0
202,2,1,1,0,0,0
203,2,2,1,1,0.4812763000009,0
204,3,1,1,0,0,0
205,1,2,2,0,0,0
206,2,2,2,0,0,0
207,3,2,2,0,0,0
208,2,2,1,0,0,0
209,2,2,1,0,0,0
210,2,1,2,0,0,0
211,1,1,2,0,0,0
212,3,2,1,0,0,0
213,1,1,1,0,0,0
214,1,1,1,0,0,0
215,3,1,1,0,0,0
216,1,2,2,0,0,0
217,3,2,2,0,0,0
218,3,1,1,0,0,0
219,2,1,1,0,0,0
220,2,2,1,0,0,0
221,1,1,2,0,0,0
222,1,1,2,0,0,0
223,3,1,2,0,0,0
224,1,2,1,0,0,0
225,3,2,2,0,0,0
226,2,2,1,0,0,0
227,2,1,1,0,0,0
228,2,2,2,0,0,0
229,2,1,1,0,0,0
230,2,1,2,0,0,0
231,2,1,1,0,0,0
232,1,1,2,0,0,0
233,2,2,1,0,0,0
234,1,1,1,0,0,0
235,1,1,2,0,0,0
236,1,1,2,0,0,0
237,3,2,1,0,0,0
238,2,1,2,0,0,0
239,3,2,2,0,0,0
240,1,1,2,0,0,0
241,2,1,2,0,0,0
242,1,2,1,0,0,0
243,3,1,1,0,0,0
244,2,2,2,0,0,0
245,2,1,2,0,0,0
246,1,1,1,0,0,0
247,2,1,2,0,0,0
248,1,1,1,0,0,0
249,1,1,2,0,0,0
250,3,2,1,0,0,0
251,1,1,2,0,0,0
252,2,2,2,0,0,0
253,2,1,2,0,0,0
254,1,1,1,0,0,0
255,3,1,2,0,0,0
256,1,1,2,0,0,0
257,3,1,1,0,0,0
258,2,2,2,0,0,0
259,1,2,1,0,0,0
260,2,2,2,0,0,0
261,1,2,2,0,0,0
262,1,2,1,0,0,0
263,1,2,1,0,0,0
264,2,1,1,0,0.664093899998988,0
265,1,1,1,0,0,0
266,2,2,1,0,0,0
267,1,1,1,0,0,0
268,1,1,2,0,0,0
269,2,2,1,0,0,0
270,3,2,2,0,0,0
271,1,2,1,0,0,0
272,2,1,2,0,0.381260000000111,0
273,3,1,2,0,0,0
274,3,2,2,0,0,0
275,3,2,2,0,0,0
276,2,2,2,0,0,0
277,1,1,1,0,0,0
278,3,2,1,0,0,0
279,3,1,1,0,0,0
280,2,1,1,0,0,0
281,3,2,2,0,0,0
282,3,1,1,0,0,0
283,2,1,2,0,0,0
284,1,2,2,0,0,0
285,3,2,2,0,0,0
286,3,1,2,0,0,0
287,3,1,2,0,0,0
288,3,1,1,0,0,0
289,3,1,2,0,0,0
290,3,1,2,0,0,0
291,3,2,1,0,0,0
292,1,1,2,0,0,0
293,2,1,1,0,0,0
294,2,1,1,0,0,0
295,1,1,2,0,0,0
296,1,1,1,0,0,0
297,1,2,2,0,0,0
298,3,2,2,0,0,0
299,2,1,2,0,0,0
300,2,2,2,0,0,0
301,3,2,1,0,0,0
302,1,2,2,0,0,0
303,2,1,2,0,0,0
304,1,1,2,0,0,0
305,1,1,2,0,0,0
306,3,1,2,0,0,0
307,2,1,1,0,0,0
308,1,2,1,0,0,0
309,3,1,2,0,0,0
310,3,1,2,0,0.531032400000186,0
311,2,1,2,0,0,0
312,1,1,2,0,0,0
313,2,2,1,0,0,0
314,1,2,2,0,0,0
315,3,1,2,0,0,0
316,3,2,2,0,0,0
317,1,1,1,0,0,0
318,1,1,2,0,0,0
319,3,2,2,0,0,0
320,2,2,1,0,0,0
321,2,2,1,0,0,0
322,2,2,2,0,0,0
323,1,1,2,0,0,0
324,2,1,2,0,0,0
325,1,2,1,0,0,0
326,3,2,1,0,0.56428969999979,0
327,3,1,1,0,0.564757899999677,0
328,2,1,1,0,0,0
329,2,2,2,0,0,0
330,1,1,2,0,0,0
331,3,1,1,0,0,0
332,3,1,1,0,0,0
333,2,1,1,0,0,0
334,3,1,1,0,0,0
335,3,1,2,0,0,0
336,3,1,1,0,0,0
337,1,1,2,0,0,0
338,1,2,1,0,0,0
339,2,1,2,0,0,0
340,3,2,1,0,0,0
341,2,1,1,0,0,0
342,3,1,2,0,0,0
343,1,2,2,0,0,0
344,3,1,1,0,0,0
345,1,2,1,0,0,0
346,2,1,1,0,0,0
347,1,1,1,0,0,0
348,1,1,2,0,0,0
349,1,2,2,0,0,0
350,2,2,1,0,0,0
351,1,2,2,0,0,0
352,3,1,1,0,0,0
353,2,1,1,0,0,0
354,1,2,1,0,0,0
355,1,2,2,0,0,0
356,1,1,1,0,0,0
357,3,1,1,0,0,0
358,3,2,1,0,0,0
359,3,1,2,0,0,0
360,3,2,2,0,0,0
